P,H,T,RH,U,V
981,305,16.9,96.7,1.3,-3.4
980,312,16.9,96.7,1.2,-3.4
979,319,16.9,96.1,1.2,-3.4
978,326,16.9,95.5,1.2,-3.4
978,332,16.9,95.2,1.2,-3.5
977,338,16.8,95.3,1.1,-3.5
976,345,16.8,95.5,1.1,-3.5
976,351,16.7,95.6,1.1,-3.6
975,357,16.7,95.8,1.1,-3.6
974,364,16.7,96.2,1.1,-3.6
973,369,16.6,96.4,1.0,-3.7
973,376,16.6,96.6,1.0,-3.7
972,382,16.5,97.0,1.0,-3.8
971,387,16.4,97.6,1.0,-3.8
971,395,16.3,98.4,1.0,-3.8
970,402,16.2,98.9,1.0,-3.8
969,407,16.2,98.9,1.0,-3.8
968,413,16.2,98.9,1.0,-3.9
968,420,16.1,98.8,1.0,-3.9
967,426,16.1,98.6,0.9,-3.9
966,433,16.1,98.6,0.9,-3.9
966,438,16.1,98.6,0.9,-3.9
965,444,16.1,98.5,0.9,-3.9
964,452,16.1,98.5,0.9,-3.9
963,457,16.1,98.6,0.9,-3.9
963,463,16.0,98.7,0.9,-4.0
962,471,16.0,99.1,0.9,-4.0
961,477,15.9,99.3,0.9,-4.0
961,483,15.9,99.4,0.9,-4.0
960,489,15.8,99.5,0.9,-4.0
959,495,15.8,99.5,0.9,-4.0
958,502,15.8,99.6,0.9,-4.0
958,509,15.8,99.7,0.9,-4.0
957,514,15.7,99.6,0.9,-4.0
956,522,15.7,99.6,0.9,-4.0
955,529,15.7,99.6,0.9,-3.9
955,536,15.7,99.5,1.0,-3.9
954,543,15.7,99.4,1.0,-3.9
953,550,15.7,99.2,1.0,-3.9
952,557,15.6,99.1,1.1,-3.9
951,564,15.6,99.2,1.1,-3.7
951,572,15.6,99.2,1.2,-3.7
950,578,15.5,99.2,1.2,-3.7
949,586,15.5,99.3,1.3,-3.7
948,593,15.5,99.4,1.3,-3.6
947,601,15.4,99.4,1.4,-3.5
947,607,15.4,99.4,1.5,-3.5
946,614,15.4,99.3,1.6,-3.5
945,621,15.4,99.4,1.6,-3.3
944,627,15.3,99.4,1.7,-3.3
944,634,15.3,99.5,1.8,-3.2
943,642,15.3,99.6,1.8,-3.1
942,649,15.3,99.6,1.9,-3.0
941,656,15.3,99.4,2.0,-3.0
940,664,15.3,99.3,2.1,-2.9
940,671,15.3,99.3,2.2,-2.7
939,676,15.2,99.2,2.3,-2.7
938,684,15.2,99.3,2.4,-2.6
937,691,15.2,99.4,2.4,-2.5
937,699,15.1,99.4,2.5,-2.4
936,705,15.1,99.4,2.5,-2.3
935,711,15.1,99.5,2.6,-2.2
934,719,15.1,99.6,2.7,-2.1
934,725,15.1,99.5,2.8,-2.0
933,733,15.0,99.6,2.8,-1.9
932,740,15.0,99.5,2.9,-1.8
931,746,15.0,99.6,3.0,-1.6
931,753,14.9,99.6,2.9,-1.5
930,761,14.9,99.5,3.0,-1.4
929,767,14.9,99.5,3.0,-1.3
928,773,14.9,99.4,3.1,-1.2
928,779,14.9,99.5,3.2,-1.1
927,786,14.9,99.7,3.3,-1.0
926,793,15.0,99.7,3.3,-0.9
925,801,15.0,99.6,3.3,-0.8
925,806,15.0,99.5,3.3,-0.7
924,813,15.0,99.4,3.4,-0.6
923,821,15.0,99.4,3.5,-0.5
922,828,14.9,99.3,3.6,-0.4
922,835,14.9,99.3,3.6,-0.3
921,842,14.9,99.3,3.7,-0.2
920,848,14.8,99.2,3.7,-0.2
919,856,14.8,99.4,3.8,-0.1
918,863,14.8,99.5,3.8,0.0
918,870,14.8,99.4,3.9,0.0
917,879,14.7,99.4,3.9,0.1
916,885,14.7,99.3,4.0,0.1
915,891,14.7,99.3,4.1,0.2
915,900,14.7,99.6,4.1,0.2
914,908,14.7,99.8,4.2,0.2
913,913,14.6,99.7,4.2,0.3
912,920,14.6,99.5,4.3,0.3
912,927,14.6,99.5,4.3,0.3
911,933,14.6,99.3,4.3,0.3
910,940,14.6,99.2,4.4,0.3
910,946,14.6,99.3,4.4,0.3
909,952,14.5,99.2,4.4,0.3
908,959,14.5,99.3,4.5,0.3
907,965,14.5,99.3,4.5,0.3
907,973,14.4,99.3,4.5,0.2
906,979,14.4,99.2,4.6,0.2
905,986,14.4,99.1,4.6,0.2
904,994,14.4,99.1,4.7,0.1
904,1000,14.4,99.1,4.7,0.1
903,1008,14.4,99.1,4.7,0.0
902,1017,14.4,99.2,4.8,0.0
901,1023,14.4,99.2,4.9,0.0
901,1030,14.3,99.2,4.9,-0.1
900,1038,14.3,99.4,5.0,-0.1
899,1043,14.3,99.4,5.1,-0.2
898,1051,14.2,99.3,5.2,-0.2
898,1058,14.2,99.3,5.3,-0.3
897,1064,14.2,99.4,5.4,-0.3
896,1071,14.2,99.5,5.5,-0.3
895,1078,14.2,99.7,5.6,-0.3
895,1087,14.2,99.7,5.7,-0.4
894,1092,14.2,99.5,5.8,-0.4
893,1100,14.2,99.5,5.9,-0.4
892,1106,14.1,99.6,6.1,-0.4
892,1114,14.1,99.7,6.2,-0.3
891,1121,14.1,99.7,6.3,-0.3
890,1127,14.1,99.6,6.4,-0.3
890,1136,14.1,99.6,6.5,-0.2
889,1142,14.1,99.4,6.6,-0.2
888,1148,14.1,99.1,6.7,-0.1
887,1156,14.1,99.2,6.8,0.0
887,1163,14.1,99.5,6.9,0.0
886,1169,14.2,99.5,6.9,0.1
885,1176,14.2,99.5,7.0,0.2
884,1183,14.3,99.6,7.1,0.3
884,1192,14.4,99.5,7.2,0.4
883,1199,14.4,99.4,7.2,0.6
882,1207,14.4,99.4,7.3,0.7
881,1215,14.4,99.2,7.4,0.8
881,1220,14.4,99.0,7.3,0.9
880,1228,14.4,99.2,7.4,1.0
879,1236,14.4,99.5,7.5,1.2
878,1243,14.4,99.5,7.5,1.3
878,1250,14.4,99.5,7.6,1.4
877,1257,14.4,99.4,7.6,1.6
876,1264,14.4,99.3,7.7,1.7
875,1271,14.4,99.2,7.8,1.8
875,1276,14.4,99.2,7.9,1.9
874,1284,14.4,99.3,7.9,2.1
873,1291,14.4,99.5,8.0,2.2
873,1298,14.4,99.6,8.1,2.3
872,1305,14.4,99.5,8.1,2.4
871,1312,14.4,99.4,8.2,2.6
870,1319,14.4,99.3,8.3,2.7
870,1326,14.4,99.2,8.4,2.8
869,1333,14.4,99.4,8.5,2.9
868,1341,14.4,99.4,8.6,3.1
868,1348,14.4,99.2,8.7,3.2
867,1355,14.4,99.2,8.8,3.3
866,1359,14.4,99.2,8.9,3.4
865,1367,14.3,99.4,8.9,3.5
865,1374,14.3,99.7,9.1,3.6
864,1380,14.3,99.7,9.2,3.7
863,1387,14.3,99.5,9.2,3.8
863,1395,14.3,99.5,9.3,3.9
862,1401,14.3,99.5,9.5,4.1
861,1408,14.2,99.5,9.5,4.2
861,1413,14.2,99.4,9.6,4.3
860,1419,14.2,99.4,9.7,4.3
860,1425,14.2,99.4,9.7,4.4
859,1431,14.1,99.3,9.8,4.5
858,1438,14.1,99.2,9.9,4.6
858,1444,14.1,99.1,10.0,4.7
857,1450,14.1,99.2,9.9,4.7
856,1459,14.0,99.6,10.0,4.8
856,1465,14.0,99.6,10.1,4.8
855,1472,14.0,99.5,10.2,4.9
854,1480,14.0,99.4,10.3,4.9
854,1485,14.0,99.2,10.3,4.9
853,1491,13.9,99.1,10.4,5.0
852,1498,13.9,99.2,10.5,5.0
852,1503,13.9,99.3,10.6,5.0
851,1511,13.8,99.4,10.7,5.1
850,1518,13.8,99.5,10.7,5.0
850,1524,13.8,99.5,10.8,5.0
849,1531,13.8,99.5,10.9,5.1
848,1538,13.7,99.5,11.0,5.1
848,1543,13.7,99.4,11.0,5.1
847,1548,13.7,99.4,11.1,5.1
846,1556,13.6,99.6,11.2,5.1
846,1562,13.6,99.8,11.3,5.1
845,1567,13.7,99.7,11.4,5.1
845,1574,13.7,99.3,11.4,5.1
844,1583,14.0,98.7,11.5,5.1
843,1589,14.1,97.6,11.6,5.1
843,1595,14.2,96.6,11.6,5.1
842,1600,14.3,95.6,11.7,5.1
841,1607,14.2,94.3,11.8,5.1
841,1615,14.4,91.2,11.9,5.1
840,1620,14.8,86.6,11.9,5.1
839,1627,15.0,82.8,12.0,5.1
839,1635,15.0,81.4,12.0,5.1
838,1641,15.0,81.2,12.0,5.0
837,1648,15.0,81.1,12.1,5.1
837,1655,15.0,81.1,12.1,5.1
836,1661,15.0,81.0,12.1,5.0
835,1667,15.0,80.9,12.1,5.0
835,1673,14.9,80.9,12.1,5.0
834,1680,14.9,81.0,12.2,5.0
833,1687,14.9,81.0,12.2,5.0
833,1693,14.8,81.1,12.2,4.9
832,1701,14.8,81.2,12.3,4.9
831,1708,14.7,81.2,12.3,4.9
831,1714,14.7,81.3,12.3,4.8
830,1720,14.6,81.3,12.3,4.8
830,1726,14.6,81.3,12.3,4.8
829,1733,14.6,81.3,12.3,4.7
828,1740,14.5,81.4,12.3,4.7
828,1747,14.5,81.5,12.4,4.6
827,1754,14.4,81.6,12.4,4.6
826,1760,14.4,81.5,12.4,4.5
826,1768,14.3,81.4,12.4,4.5
825,1775,14.3,81.3,12.4,4.4
824,1780,14.2,81.3,12.5,4.4
824,1787,14.2,81.4,12.5,4.3
823,1794,14.1,81.2,12.5,4.2
822,1802,14.1,81.0,12.5,4.2
822,1809,14.0,81.0,12.5,4.1
821,1815,14.0,81.2,12.6,4.1
820,1821,13.9,81.4,12.6,4.0
820,1828,13.9,81.5,12.6,4.0
819,1834,13.8,81.7,12.6,3.9
818,1841,13.8,81.7,12.6,3.9
818,1849,13.7,81.7,12.6,3.8
817,1854,13.7,81.8,12.6,3.8
817,1860,13.6,81.9,12.8,3.7
816,1867,13.6,82.1,12.8,3.7
815,1873,13.5,82.3,12.8,3.6
815,1880,13.5,82.4,12.8,3.6
814,1885,13.4,82.5,12.8,3.6
813,1891,13.4,82.5,12.8,3.5
813,1899,13.3,82.6,12.8,3.5
812,1905,13.3,82.7,12.9,3.4
812,1911,13.3,82.8,12.9,3.4
811,1918,13.2,83.0,12.9,3.3
810,1925,13.1,83.0,12.9,3.3
810,1932,13.1,82.9,13.0,3.2
809,1937,13.0,82.6,13.0,3.2
808,1944,13.0,81.9,13.0,3.1
808,1950,13.0,81.5,13.0,3.1
807,1956,13.0,81.4,13.1,3.0
807,1963,13.0,81.5,13.1,2.9
806,1970,12.9,81.4,13.1,2.9
805,1977,12.9,81.2,13.1,2.8
805,1983,12.9,80.8,13.1,2.7
804,1991,12.9,80.3,13.1,2.7
803,1998,12.8,80.1,13.1,2.6
803,2005,12.8,79.9,13.2,2.6
802,2013,12.8,80.0,13.1,2.5
801,2018,12.7,80.2,13.1,2.4
801,2024,12.7,80.4,13.1,2.3
800,2031,12.6,80.7,13.1,2.3
799,2038,12.5,81.0,13.1,2.2
799,2046,12.5,81.2,13.1,2.1
798,2052,12.4,81.4,13.1,2.1
798,2059,12.4,81.6,13.1,2.0
797,2065,12.3,81.6,13.2,2.0
796,2072,12.3,81.5,13.2,1.9
796,2079,12.3,81.4,13.2,1.9
795,2085,12.2,81.5,13.2,1.9
794,2090,12.1,81.6,13.1,1.8
794,2097,12.1,81.7,13.1,1.8
793,2105,12.1,82.0,13.1,1.7
793,2112,12.0,82.2,13.1,1.7
792,2118,12.0,82.2,13.1,1.7
791,2125,12.0,82.2,13.1,1.6
791,2132,12.0,82.5,13.1,1.6
790,2139,11.9,82.5,13.1,1.6
789,2146,11.9,82.3,13.1,1.6
789,2153,11.9,82.1,13.1,1.5
788,2159,11.9,82.1,13.1,1.5
788,2164,11.8,82.0,13.1,1.5
787,2171,11.8,82.2,13.1,1.5
786,2178,11.7,82.4,13.1,1.4
786,2183,11.7,82.6,13.1,1.4
785,2190,11.6,82.9,13.1,1.4
785,2196,11.6,83.2,13.1,1.4
784,2203,11.5,83.5,13.2,1.3
783,2209,11.5,83.6,13.2,1.3
783,2215,11.4,83.5,13.2,1.3
782,2220,11.4,83.3,13.2,1.2
782,2228,11.4,83.1,13.2,1.2
781,2235,11.3,83.0,13.3,1.2
780,2241,11.3,83.2,13.4,1.1
780,2248,11.3,83.4,13.4,1.1
779,2254,11.2,83.5,13.5,1.1
778,2261,11.1,83.4,13.5,1.0
778,2269,11.1,83.1,13.5,1.0
777,2276,11.1,83.0,13.6,0.9
777,2282,11.0,83.1,13.6,0.9
776,2288,11.0,83.7,13.6,0.8
775,2295,10.9,84.2,13.7,0.8
775,2301,10.9,84.4,13.7,0.7
774,2308,10.8,84.4,13.8,0.7
774,2315,10.8,84.4,13.8,0.7
773,2320,10.7,84.4,13.9,0.6
772,2327,10.7,84.3,13.9,0.6
772,2335,10.7,84.2,13.9,0.6
771,2341,10.6,84.0,14.0,0.5
771,2347,10.6,83.7,14.0,0.5
770,2355,10.5,83.3,14.1,0.4
769,2361,10.5,83.0,14.1,0.4
769,2367,10.4,82.9,14.1,0.4
768,2375,10.4,82.9,14.1,0.3
767,2380,10.3,83.1,14.2,0.3
767,2388,10.3,83.4,14.2,0.3
766,2395,10.2,83.9,14.2,0.3
766,2401,10.2,84.8,14.2,0.2
765,2408,10.1,86.1,14.3,0.2
764,2415,10.1,87.2,14.3,0.2
764,2424,10.0,87.5,14.3,0.1
763,2430,10.0,87.4,14.3,0.1
762,2435,10.0,87.7,14.3,0.1
762,2443,9.9,88.0,14.4,0.0
761,2448,9.9,87.5,14.4,0.0
760,2458,9.8,87.2,14.4,-0.1
760,2464,9.8,87.7,14.4,-0.1
759,2470,9.8,88.9,14.4,-0.1
759,2479,9.8,89.8,14.5,-0.2
758,2486,9.7,89.8,14.5,-0.2
757,2491,9.7,89.5,14.5,-0.3
757,2499,9.6,89.4,14.6,-0.3
756,2505,9.6,89.5,14.6,-0.3
755,2511,9.5,89.5,14.6,-0.4
755,2518,9.5,89.7,14.6,-0.4
754,2528,9.4,90.0,14.7,-0.5
753,2533,9.3,89.8,14.7,-0.5
753,2541,9.3,89.6,14.7,-0.5
752,2549,9.2,89.5,14.8,-0.6
752,2555,9.2,89.5,14.8,-0.6
751,2562,9.1,89.6,14.8,-0.6
750,2568,9.0,89.6,14.8,-0.7
750,2574,9.0,89.8,14.9,-0.7
749,2581,8.9,90.0,14.9,-0.8
749,2587,8.9,90.0,14.9,-0.8
748,2595,8.8,90.0,14.9,-0.8
747,2602,8.8,89.9,15.0,-0.8
747,2609,8.7,89.5,15.0,-0.9
746,2616,8.7,89.0,15.0,-0.9
745,2623,8.6,88.2,15.0,-0.9
745,2632,8.6,87.1,15.0,-0.9
744,2639,8.6,85.9,15.1,-0.9
744,2643,8.6,84.9,15.1,-0.9
743,2650,8.6,84.3,15.1,-0.9
742,2658,8.6,83.8,15.1,-1.0
742,2664,8.5,83.7,15.1,-1.0
741,2670,8.5,83.9,15.1,-1.0
741,2676,8.5,84.1,15.1,-1.0
740,2683,8.4,84.0,15.1,-1.0
740,2688,8.4,83.6,15.1,-1.0
739,2695,8.4,82.9,15.1,-1.0
738,2702,8.4,82.2,15.1,-1.0
738,2708,8.4,81.9,15.1,-1.0
737,2714,8.3,81.6,15.1,-1.0
737,2721,8.3,81.4,15.1,-1.1
736,2728,8.3,81.2,15.1,-1.1
735,2735,8.2,80.8,15.1,-1.1
735,2742,8.2,80.2,15.0,-1.1
734,2749,8.2,79.7,15.0,-1.1
734,2755,8.2,79.5,15.0,-1.1
733,2761,8.2,79.3,14.9,-1.1
732,2767,8.1,79.2,14.9,-1.2
732,2774,8.1,79.1,14.9,-1.2
731,2781,8.1,79.1,14.7,-1.2
731,2787,8.0,79.1,14.6,-1.3
730,2795,8.0,79.3,14.6,-1.3
730,2802,7.9,79.6,14.5,-1.3
729,2808,7.9,79.7,14.5,-1.3
728,2814,7.8,79.9,14.4,-1.4
728,2822,7.8,80.1,14.3,-1.4
727,2828,7.7,80.1,14.3,-1.5
727,2835,7.7,79.9,14.2,-1.5
726,2843,7.6,79.9,14.2,-1.5
725,2850,7.6,79.8,14.1,-1.6
725,2856,7.5,79.6,14.0,-1.6
724,2864,7.5,79.4,14.0,-1.6
723,2871,7.4,79.3,13.9,-1.6
723,2878,7.4,79.0,13.9,-1.7
722,2884,7.4,78.4,13.9,-1.7
722,2892,7.3,77.9,13.8,-1.7
721,2899,7.3,77.6,13.8,-1.7
720,2907,7.3,77.5,13.7,-1.7
720,2916,7.2,77.4,13.7,-1.7
719,2924,7.2,77.2,13.7,-1.8
718,2929,7.1,76.9,13.6,-1.7
718,2937,7.1,76.9,13.6,-1.7
717,2944,7.0,77.1,13.6,-1.8
716,2951,7.0,77.1,13.6,-1.7
716,2959,6.9,77.3,13.6,-1.7
715,2964,6.8,77.6,13.5,-1.7
715,2972,6.8,77.8,13.5,-1.7
714,2979,6.7,78.1,13.5,-1.7
713,2986,6.6,78.3,13.5,-1.7
713,2991,6.6,78.5,13.5,-1.7
712,2998,6.5,78.6,13.5,-1.7
712,3006,6.5,78.7,13.5,-1.7
711,3016,6.4,78.8,13.5,-1.7
710,3021,6.4,78.6,13.4,-1.6
710,3027,6.3,78.6,13.4,-1.6
709,3035,6.3,78.8,13.4,-1.6
709,3042,6.2,79.0,13.4,-1.6
708,3048,6.2,79.2,13.4,-1.6
707,3055,6.2,79.5,13.4,-1.6
707,3063,6.1,80.0,13.4,-1.6
706,3069,6.1,80.1,13.5,-1.6
706,3075,6.0,80.2,13.5,-1.6
705,3081,5.9,80.5,13.5,-1.6
704,3088,5.9,80.9,13.5,-1.6
704,3095,5.8,81.1,13.5,-1.5
703,3103,5.8,81.2,13.5,-1.5
703,3109,5.7,81.2,13.6,-1.5
702,3118,5.7,81.2,13.6,-1.5
701,3125,5.6,81.1,13.6,-1.5
701,3132,5.6,80.7,13.7,-1.5
700,3141,5.5,80.5,13.7,-1.5
700,3147,5.5,80.5,13.7,-1.5
699,3153,5.4,80.7,13.8,-1.5
698,3162,5.4,81.1,13.8,-1.5
698,3167,5.4,81.3,13.9,-1.5
697,3174,5.4,81.1,13.9,-1.5
697,3182,5.3,80.9,14.0,-1.4
696,3188,5.3,80.9,14.0,-1.4
695,3196,5.2,81.2,14.1,-1.4
695,3203,5.2,81.7,14.1,-1.4
694,3211,5.1,82.0,14.2,-1.4
694,3218,5.1,82.5,14.3,-1.4
693,3225,5.0,83.2,14.3,-1.4
692,3233,5.0,84.1,14.4,-1.4
692,3239,4.9,85.2,14.4,-1.4
691,3245,4.9,85.7,14.5,-1.4
691,3253,4.9,85.6,14.6,-1.4
690,3259,4.8,85.8,14.6,-1.4
689,3266,4.8,86.2,14.7,-1.5
689,3274,4.7,86.8,14.8,-1.5
688,3281,4.7,87.3,14.8,-1.5
688,3287,4.6,87.6,14.9,-1.5
687,3295,4.6,87.9,15.0,-1.6
686,3301,4.5,87.9,15.0,-1.6
686,3307,4.5,87.7,15.1,-1.6
685,3315,4.5,87.5,15.2,-1.7
685,3321,4.5,87.3,15.2,-1.7
684,3328,4.4,87.2,15.3,-1.8
683,3337,4.4,87.2,15.3,-1.9
683,3344,4.3,87.3,15.4,-1.9
682,3351,4.3,87.3,15.5,-2.0
682,3358,4.2,87.6,15.5,-2.0
681,3365,4.2,88.0,15.6,-2.0
680,3373,4.1,88.2,15.6,-2.1
680,3379,4.1,88.4,15.6,-2.1
679,3387,4.0,88.6,15.6,-2.2
679,3394,4.0,88.7,15.6,-2.2
678,3401,3.9,88.9,15.7,-2.3
678,3408,3.8,89.1,15.7,-2.3
677,3414,3.8,89.2,15.7,-2.3
676,3422,3.7,89.3,15.8,-2.4
676,3430,3.7,89.5,15.8,-2.4
675,3435,3.6,89.7,15.8,-2.4
675,3442,3.6,90.0,15.8,-2.4
674,3449,3.5,90.2,15.9,-2.4
673,3457,3.5,90.4,15.9,-2.4
673,3464,3.4,90.6,15.9,-2.4
672,3470,3.4,90.7,16.0,-2.3
672,3478,3.3,90.8,16.0,-2.3
671,3485,3.2,90.8,16.0,-2.3
671,3492,3.2,90.5,16.1,-2.3
670,3500,3.2,90.3,16.1,-2.2
669,3509,3.1,90.3,16.1,-2.2
669,3515,3.1,90.2,16.3,-2.2
668,3521,3.0,90.4,16.3,-2.1
668,3528,3.0,90.7,16.4,-2.1
667,3535,2.9,90.5,16.4,-2.1
666,3542,2.9,90.1,16.4,-2.0
666,3548,2.8,89.8,16.5,-2.0
665,3556,2.8,89.5,16.5,-2.0
665,3564,2.8,89.4,16.6,-1.9
664,3571,2.8,89.6,16.6,-1.9
663,3579,2.7,90.1,16.7,-1.8
663,3587,2.6,90.6,16.7,-1.8
662,3594,2.6,90.5,16.7,-1.8
662,3601,2.6,89.8,16.8,-1.7
661,3607,2.6,89.1,16.8,-1.7
661,3614,2.6,88.7,16.8,-1.7
660,3620,2.5,89.2,16.9,-1.7
659,3628,2.5,90.1,16.9,-1.6
659,3635,2.4,91.1,16.9,-1.6
658,3641,2.4,91.9,16.9,-1.6
658,3649,2.3,92.4,17.0,-1.5
657,3656,2.3,92.6,17.0,-1.5
656,3665,2.2,92.6,17.0,-1.5
656,3672,2.2,92.2,17.0,-1.5
655,3679,2.1,91.5,17.0,-1.5
655,3686,2.1,91.1,17.0,-1.4
654,3692,2.0,90.9,17.0,-1.4
654,3699,2.0,90.7,17.0,-1.4
653,3706,2.0,90.2,17.1,-1.4
652,3713,1.9,89.6,17.1,-1.3
652,3721,1.9,89.3,17.1,-1.3
651,3728,1.8,88.9,17.1,-1.3
651,3735,1.8,88.9,17.2,-1.3
650,3742,1.8,89.3,17.2,-1.3
650,3748,1.7,90.1,17.2,-1.2
649,3756,1.7,90.8,17.3,-1.2
648,3765,1.6,90.7,17.3,-1.2
648,3772,1.6,89.8,17.3,-1.1
647,3778,1.6,89.1,17.3,-1.1
647,3785,1.6,89.3,17.4,-1.1
646,3793,1.6,90.1,17.4,-1.1
645,3800,1.6,90.5,17.4,-1.1
645,3808,1.6,90.7,17.4,-1.0
644,3815,1.5,90.5,17.4,-1.0
644,3823,1.5,90.2,17.4,-1.0
643,3831,1.5,90.0,17.5,-0.9
643,3838,1.4,89.7,17.5,-0.9
642,3844,1.4,89.3,17.5,-0.9
641,3851,1.4,88.9,17.5,-0.9
641,3858,1.3,88.5,17.5,-0.9
640,3864,1.3,87.9,17.5,-0.8
640,3871,1.3,87.4,17.5,-0.8
639,3879,1.3,87.3,17.5,-0.8
639,3885,1.3,87.2,17.4,-0.8
638,3891,1.3,86.8,17.4,-0.8
638,3899,1.3,86.6,17.4,-0.7
637,3907,1.2,86.8,17.4,-0.7
637,3914,1.2,87.0,17.4,-0.7
636,3920,1.1,87.3,17.4,-0.7
635,3927,1.1,87.5,17.4,-0.7
635,3933,1.0,87.7,17.4,-0.7
634,3942,1.0,87.7,17.4,-0.6
634,3949,0.9,87.3,17.4,-0.6
633,3957,0.9,86.7,17.4,-0.6
632,3965,0.9,86.3,17.4,-0.5
632,3974,0.8,86.2,17.4,-0.5
631,3981,0.7,86.4,17.4,-0.5
631,3989,0.7,86.6,17.4,-0.4
630,3996,0.6,86.8,17.4,-0.4
629,4003,0.5,87.1,17.5,-0.3
629,4010,0.5,87.6,17.5,-0.3
628,4021,0.4,87.9,17.6,-0.2
628,4027,0.3,87.8,17.6,-0.2
627,4032,0.3,87.7,17.7,-0.2
627,4040,0.2,88.1,17.7,-0.1
626,4047,0.2,88.5,17.8,-0.1
625,4053,0.1,88.5,17.8,0.0
625,4061,0.1,88.6,17.9,0.0
624,4069,0.0,88.8,18.0,0.0
624,4075,0.0,88.8,18.1,0.1
623,4083,0.0,88.8,18.1,0.1
623,4090,0.0,89.0,18.2,0.1
622,4096,0.0,89.0,18.3,0.1
622,4104,0.0,89.0,18.4,0.0
621,4112,-0.1,89.5,18.5,0.0
620,4120,-0.1,90.3,18.6,0.0
620,4128,-0.2,90.9,18.7,-0.1
619,4136,-0.3,91.2,18.8,-0.2
619,4143,-0.3,91.2,18.9,-0.3
618,4149,-0.4,91.6,19.0,-0.3
618,4156,-0.5,92.4,19.1,-0.5
617,4163,-0.5,93.1,19.2,-0.6
616,4170,-0.6,93.4,19.4,-0.7
616,4178,-0.6,93.9,19.5,-0.8
615,4185,-0.7,94.4,19.7,-1.0
615,4191,-0.7,95.0,19.8,-1.1
614,4199,-0.8,95.6,20.0,-1.3
614,4207,-0.8,96.2,20.1,-1.4
613,4215,-0.9,96.3,20.2,-1.6
613,4221,-0.9,96.0,20.4,-1.7
612,4227,-1.0,95.7,20.5,-1.8
612,4235,-1.0,96.2,20.7,-2.0
611,4242,-1.0,96.7,20.9,-2.1
610,4248,-1.1,97.0,21.0,-2.2
610,4255,-1.1,97.4,21.2,-2.4
609,4262,-1.1,97.8,21.3,-2.5
609,4268,-1.2,97.7,21.3,-2.5
609,4274,-1.2,97.8,21.5,-2.6
608,4281,-1.2,98.2,21.6,-2.7
608,4287,-1.2,98.6,21.7,-2.8
607,4291,-1.3,98.8,21.8,-2.9
607,4298,-1.3,98.9,21.9,-2.9
606,4304,-1.4,99.2,22.0,-3.0
606,4310,-1.4,99.2,22.0,-3.0
605,4316,-1.4,99.2,22.1,-3.0
605,4324,-1.5,99.3,22.1,-3.0
604,4330,-1.5,99.2,22.2,-3.1
604,4336,-1.6,99.3,22.2,-3.1
603,4344,-1.6,99.6,22.2,-3.1
603,4351,-1.6,99.8,22.3,-3.1
602,4357,-1.7,99.7,22.3,-3.1
602,4364,-1.7,99.7,22.3,-3.1
601,4371,-1.7,100.0,22.3,-3.1
601,4378,-1.7,100.0,22.3,-3.1
600,4384,-1.7,99.9,22.4,-3.1
600,4391,-1.7,99.7,22.4,-3.1
599,4398,-1.7,99.2,22.4,-3.1
599,4404,-1.8,99.2,22.4,-3.1
